i,j,k,x_center_m,y_center_m,z_center_m,temperature_k
18,8,10,0.0175,0.0075,0.0095,300.0166793695435
19,8,10,0.0185,0.0075,0.0095,300.0071874523285
20,8,10,0.0195,0.0075,0.0095,300.00293818456623
21,8,10,0.0205,0.0075,0.0095,300.00114008461037
22,8,10,0.021500000000000002,0.0075,0.0095,300.0004201339765
23,8,10,0.0225,0.0075,0.0095,300.0001471164112
24,8,10,0.0235,0.0075,0.0095,300.00004897517465
25,8,10,0.0245,0.0075,0.0095,300.0000155073958
26,8,10,0.025500000000000002,0.0075,0.0095,300.0000046724265
27,8,10,0.0265,0.0075,0.0095,300.00000134018535
28,8,10,0.0275,0.0075,0.0095,300.00000036607383
29,8,10,0.0285,0.0075,0.0095,300.00000009525786
30,8,10,0.029500000000000002,0.0075,0.0095,300.0000000236211
31,8,10,0.0305,0.0075,0.0095,300.0000000055899
32,8,10,0.0315,0.0075,0.0095,300.0000000013478
1,9,10,0.0005,0.0085,0.0095,303.3704068741315
2,9,10,0.0015,0.0085,0.0095,305.0222552228297
3,9,10,0.0025,0.0085,0.0095,305.9996905613251
4,9,10,0.0035,0.0085,0.0095,306.3267110450772
5,9,10,0.0045000000000000005,0.0085,0.0095,306.1139486755119
6,9,10,0.0055,0.0085,0.0095,305.5040608574948
7,9,10,0.006500000000000001,0.0085,0.0095,304.65076164159916
8,9,10,0.0075,0.0085,0.0095,303.7013220909675
9,9,10,0.0085,0.0085,0.0095,302.7789965244966
10,9,10,0.0095,0.0085,0.0095,301.9699855594809
11,9,10,0.0105,0.0085,0.0095,301.3191100657685
12,9,10,0.0115,0.0085,0.0095,300.83463414411546
13,9,10,0.0125,0.0085,0.0095,300.4991870647569
14,9,10,0.0135,0.0085,0.0095,300.2823293282106
15,9,10,0.0145,0.0085,0.0095,300.15106720349115
16,9,10,0.0155,0.0085,0.0095,300.076510732057
17,9,10,0.0165,0.0085,0.0095,300.036698191694
18,9,10,0.0175,0.0085,0.0095,300.0166793695435
19,9,10,0.0185,0.0085,0.0095,300.0071874523285
20,9,10,0.0195,0.0085,0.0095,300.00293818456623
21,9,10,0.0205,0.0085,0.0095,300.00114008461037
22,9,10,0.021500000000000002,0.0085,0.0095,300.0004201339765
23,9,10,0.0225,0.0085,0.0095,300.0001471164112
24,9,10,0.0235,0.0085,0.0095,300.00004897517465
25,9,10,0.0245,0.0085,0.0095,300.0000155073958
26,9,10,0.025500000000000002,0.0085,0.0095,300.0000046724265
27,9,10,0.0265,0.0085,0.0095,300.00000134018535
28,9,10,0.0275,0.0085,0.0095,300.00000036607383
29,9,10,0.0285,0.0085,0.0095,300.00000009525786
30,9,10,0.029500000000000002,0.0085,0.0095,300.0000000236211
31,9,10,0.0305,0.0085,0.0095,300.0000000055899
32,9,10,0.0315,0.0085,0.0095,300.0000000013478
1,10,10,0.0005,0.0095,0.0095,303.3704068741315
2,10,10,0.0015,0.0095,0.0095,305.0222552228297
3,10,10,0.0025,0.0095,0.0095,305.9996905613251
4,10,10,0.0035,0.0095,0.0095,306.3267110450772
5,10,10,0.0045000000000000005,0.0095,0.0095,306.1139486755119
6,10,10,0.0055,0.0095,0.0095,305.5040608574948
7,10,10,0.006500000000000001,0.0095,0.0095,304.65076164159916
8,10,10,0.0075,0.0095,0.0095,303.7013220909675
9,10,10,0.0085,0.0095,0.0095,302.7789965244966
10,10,10,0.0095,0.0095,0.0095,301.9699855594809
11,10,10,0.0105,0.0095,0.0095,301.3191100657685
12,10,10,0.0115,0.0095,0.0095,300.83463414411546
13,10,10,0.0125,0.0095,0.0095,300.4991870647569
14,10,10,0.0135,0.0095,0.0095,300.2823293282106
15,10,10,0.0145,0.0095,0.0095,300.15106720349115
16,10,10,0.0155,0.0095,0.0095,300.076510732057
17,10,10,0.0165,0.0095,0.0095,300.036698191694
18,10,10,0.0175,0.0095,0.0095,300.0166793695435
19,10,10,0.0185,0.0095,0.0095,300.0071874523285
20,10,10,0.0195,0.0095,0.0095,300.00293818456623
21,10,10,0.0205,0.0095,0.0095,300.00114008461037
22,10,10,0.021500000000000002,0.0095,0.0095,300.0004201339765
23,10,10,0.0225,0.0095,0.0095,300.0001471164112
24,10,10,0.0235,0.0095,0.0095,300.00004897517465
25,10,10,0.0245,0.0095,0.0095,300.0000155073958
26,10,10,0.025500000000000002,0.0095,0.0095,300.0000046724265
27,10,10,0.0265,0.0095,0.0095,300.00000134018535
28,10,10,0.0275,0.0095,0.0095,300.00000036607383
29,10,10,0.0285,0.0095,0.0095,300.00000009525786
30,10,10,0.029500000000000002,0.0095,0.0095,300.0000000236211
31,10,10,0.0305,0.0095,0.0095,300.0000000055899
32,10,10,0.0315,0.0095,0.0095,300.0000000013478
1,11,10,0.0005,0.0105,0.0095,303.3704068741315
2,11,10,0.0015,0.0105,0.0095,305.0222552228297
3,11,10,0.0025,0.0105,0.0095,305.9996905613251
4,11,10,0.0035,0.0105,0.0095,306.3267110450772
5,11,10,0.0045000000000000005,0.0105,0.0095,306.1139486755119
6,11,10,0.0055,0.0105,0.0095,305.5040608574948
7,11,10,0.006500000000000001,0.0105,0.0095,304.65076164159916
8,11,10,0.0075,0.0105,0.0095,303.7013220909675
9,11,10,0.0085,0.0105,0.0095,302.7789965244966
10,11,10,0.0095,0.0105,0.0095,301.9699855594809
11,11,10,0.0105,0.0105,0.0095,301.3191100657685
12,11,10,0.0115,0.0105,0.0095,300.83463414411546
13,11,10,0.0125,0.0105,0.0095,300.4991870647569
14,11,10,0.0135,0.0105,0.0095,300.2823293282106
15,11,10,0.0145,0.0105,0.0095,300.15106720349115
16,11,10,0.0155,0.0105,0.0095,300.076510732057
17,11,10,0.0165,0.0105,0.0095,300.036698191694
18,11,10,0.0175,0.0105,0.0095,300.0166793695435
19,11,10,0.0185,0.0105,0.0095,300.0071874523285
20,11,10,0.0195,0.0105,0.0095,300.00293818456623
21,11,10,0.0205,0.0105,0.0095,300.00114008461037
22,11,10,0.021500000000000002,0.0105,0.0095,300.0004201339765
23,11,10,0.0225,0.0105,0.0095,300.0001471164112
24,11,10,0.0235,0.0105,0.0095,300.00004897517465
25,11,10,0.0245,0.0105,0.0095,300.0000155073958
26,11,10,0.025500000000000002,0.0105,0.0095,300.0000046724265
27,11,10,0.0265,0.0105,0.0095,300.00000134018535
28,11,10,0.0275,0.0105,0.0095,300.00000036607383
29,11,10,0.0285,0.0105,0.0095,300.00000009525786
30,11,10,0.029500000000000002,0.0105,0.0095,300.0000000236211
31,11,10,0.0305,0.0105,0.0095,300.0000000055899
32,11,10,0.0315,0.0105,0.0095,300.0000000013478
1,12,10,0.0005,0.0115,0.0095,303.3704068741315
2,12,10,0.0015,0.0115,0.0095,305.0222552228297
3,12,10,0.0025,0.0115,0.0095,305.9996905613251
4,12,10,0.0035,0.0115,0.0095,306.3267110450772
5,12,10,0.0045000000000000005,0.0115,0.0095,306.1139486755119
6,12,10,0.0055,0.0115,0.0095,305.5040608574948
7,12,10,0.006500000000000001,0.0115,0.0095,304.65076164159916
8,12,10,0.0075,0.0115,0.0095,303.7013220909675
9,12,10,0.0085,0.0115,0.0095,302.7789965244966
10,12,10,0.0095,0.0115,0.0095,301.9699855594809
11,12,10,0.0105,0.0115,0.0095,301.3191100657685
12,12,10,0.0115,0.0115,0.0095,300.83463414411546
13,12,10,0.0125,0.0115,0.0095,300.4991870647569
14,12,10,0.0135,0.0115,0.0095,300.2823293282106
15,12,10,0.0145,0.0115,0.0095,300.15106720349115
16,12,10,0.0155,0.0115,0.0095,300.076510732057
17,12,10,0.0165,0.0115,0.0095,300.036698191694
18,12,10,0.0175,0.0115,0.0095,300.0166793695435
19,12,10,0.0185,0.0115,0.0095,300.0071874523285
20,12,10,0.0195,0.0115,0.0095,300.00293818456623
21,12,10,0.0205,0.0115,0.0095,300.00114008461037
22,12,10,0.021500000000000002,0.0115,0.0095,300.0004201339765
23,12,10,0.0225,0.0115,0.0095,300.0001471164112
24,12,10,0.0235,0.0115,0.0095,300.00004897517465
25,12,10,0.0245,0.0115,0.0095,300.0000155073958
26,12,10,0.025500000000000002,0.0115,0.0095,300.0000046724265
27,12,10,0.0265,0.0115,0.0095,300.00000134018535
28,12,10,0.0275,0.0115,0.0095,300.00000036607383
29,12,10,0.0285,0.0115,0.0095,300.00000009525786
30,12,10,0.029500000000000002,0.0115,0.0095,300.0000000236211
31,12,10,0.0305,0.0115,0.0095,300.0000000055899
32,12,10,0.0315,0.0115,0.0095,300.0000000013478
1,13,10,0.0005,0.0125,0.0095,303.3704068741315
2,13,10,0.0015,0.0125,0.0095,305.0222552228297
3,13,10,0.0025,0.0125,0.0095,305.9996905613251
4,13,10,0.0035,0.0125,0.0095,306.3267110450772
5,13,10,0.0045000000000000005,0.0125,0.0095,306.1139486755119
6,13,10,0.0055,0.0125,0.0095,305.5040608574948
7,13,10,0.006500000000000001,0.0125,0.0095,304.65076164159916
8,13,10,0.0075,0.0125,0.0095,303.7013220909675
9,13,10,0.0085,0.0125,0.0095,302.7789965244966
10,13,10,0.0095,0.0125,0.0095,301.9699855594809
11,13,10,0.0105,0.0125,0.0095,301.3191100657685
12,13,10,0.0115,0.0125,0.0095,300.83463414411546
13,13,10,0.0125,0.0125,0.0095,300.4991870647569
14,13,10,0.0135,0.0125,0.0095,300.2823293282106
15,13,10,0.0145,0.0125,0.0095,300.15106720349115
16,13,10,0.0155,0.0125,0.0095,300.076510732057
17,13,10,0.0165,0.0125,0.0095,300.036698191694
18,13,10,0.0175,0.0125,0.0095,300.0166793695435
19,13,10,0.0185,0.0125,0.0095,300.0071874523285
20,13,10,0.0195,0.0125,0.0095,300.00293818456623
21,13,10,0.0205,0.0125,0.0095,300.00114008461037
22,13,10,0.021500000000000002,0.0125,0.0095,300.0004201339765
23,13,10,0.0225,0.0125,0.0095,300.0001471164112
24,13,10,0.0235,0.0125,0.0095,300.00004897517465
25,13,10,0.0245,0.0125,0.0095,300.0000155073958
26,13,10,0.025500000000000002,0.0125,0.0095,300.0000046724265
27,13,10,0.0265,0.0125,0.0095,300.00000134018535
28,13,10,0.0275,0.0125,0.0095,300.00000036607383
29,13,10,0.0285,0.0125,0.0095,300.00000009525786
30,13,10,0.029500000000000002,0.0125,0.0095,300.0000000236211
31,13,10,0.0305,0.0125,0.0095,300.0000000055899
32,13,10,0.0315,0.0125,0.0095,300.0000000013478
1,14,10,0.0005,0.0135,0.0095,303.3704068741315
2,14,10,0.0015,0.0135,0.0095,305.0222552228297
3,14,10,0.0025,0.0135,0.0095,305.9996905613251
4,14,10,0.0035,0.0135,0.0095,306.3267110450772
5,14,10,0.0045000000000000005,0.0135,0.0095,306.1139486755119
6,14,10,0.0055,0.0135,0.0095,305.5040608574948
7,14,10,0.006500000000000001,0.0135,0.0095,304.65076164159916
8,14,10,0.0075,0.0135,0.0095,303.7013220909675
9,14,10,0.0085,0.0135,0.0095,302.7789965244966
10,14,10,0.0095,0.0135,0.0095,301.9699855594809
11,14,10,0.0105,0.0135,0.0095,301.3191100657685
12,14,10,0.0115,0.0135,0.0095,300.83463414411546
13,14,10,0.0125,0.0135,0.0095,300.4991870647569
14,14,10,0.0135,0.0135,0.0095,300.2823293282106
15,14,10,0.0145,0.0135,0.0095,300.15106720349115
16,14,10,0.0155,0.0135,0.0095,300.076510732057
17,14,10,0.0165,0.0135,0.0095,300.036698191694
18,14,10,0.0175,0.0135,0.0095,300.0166793695435
19,14,10,0.0185,0.0135,0.0095,300.0071874523285
20,14,10,0.0195,0.0135,0.0095,300.00293818456623
21,14,10,0.0205,0.0135,0.0095,300.00114008461037
22,14,10,0.021500000000000002,0.0135,0.0095,300.0004201339765
23,14,10,0.0225,0.0135,0.0095,300.0001471164112
24,14,10,0.0235,0.0135,0.0095,300.00004897517465
25,14,10,0.0245,0.0135,0.0095,300.0000155073958
26,14,10,0.025500000000000002,0.0135,0.0095,300.0000046724265
27,14,10,0.0265,0.0135,0.0095,300.00000134018535
28,14,10,0.0275,0.0135,0.0095,300.00000036607383
29,14,10,0.0285,0.0135,0.0095,300.00000009525786
30,14,10,0.029500000000000002,0.0135,0.0095,300.0000000236211
31,14,10,0.0305,0.0135,0.0095,300.0000000055899
32,14,10,0.0315,0.0135,0.0095,300.0000000013478
1,15,10,0.0005,0.0145,0.0095,303.3704068741315
2,15,10,0.0015,0.0145,0.0095,305.0222552228297
3,15,10,0.0025,0.0145,0.0095,305.9996905613251
4,15,10,0.0035,0.0145,0.0095,306.3267110450772
5,15,10,0.0045000000000000005,0.0145,0.0095,306.1139486755119
6,15,10,0.0055,0.0145,0.0095,305.5040608574948
7,15,10,0.006500000000000001,0.0145,0.0095,304.65076164159916
8,15,10,0.0075,0.0145,0.0095,303.7013220909675
9,15,10,0.0085,0.0145,0.0095,302.7789965244966
10,15,10,0.0095,0.0145,0.0095,301.9699855594809
11,15,10,0.0105,0.0145,0.0095,301.3191100657685
12,15,10,0.0115,0.0145,0.0095,300.83463414411546
13,15,10,0.0125,0.0145,0.0095,300.4991870647569
14,15,10,0.0135,0.0145,0.0095,300.2823293282106
15,15,10,0.0145,0.0145,0.0095,300.15106720349115
16,15,10,0.0155,0.0145,0.0095,300.076510732057
17,15,10,0.0165,0.0145,0.0095,300.036698191694
18,15,10,0.0175,0.0145,0.0095,300.0166793695435
19,15,10,0.0185,0.0145,0.0095,300.0071874523285
20,15,10,0.0195,0.0145,0.0095,300.00293818456623
21,15,10,0.0205,0.0145,0.0095,300.00114008461037
22,15,10,0.021500000000000002,0.0145,0.0095,300.0004201339765
23,15,10,0.0225,0.0145,0.0095,300.0001471164112
24,15,10,0.0235,0.0145,0.0095,300.00004897517465
25,15,10,0.0245,0.0145,0.0095,300.0000155073958
26,15,10,0.025500000000000002,0.0145,0.0095,300.0000046724265
27,15,10,0.0265,0.0145,0.0095,300.00000134018535
28,15,10,0.0275,0.0145,0.0095,300.00000036607383
29,15,10,0.0285,0.0145,0.0095,300.00000009525786
30,15,10,0.029500000000000002,0.0145,0.0095,300.0000000236211
31,15,10,0.0305,0.0145,0.0095,300.0000000055899
32,15,10,0.0315,0.0145,0.0095,300.0000000013478
1,16,10,0.0005,0.0155,0.0095,303.3704068741315
2,16,10,0.0015,0.0155,0.0095,305.0222552228297
3,16,10,0.0025,0.0155,0.0095,305.9996905613251
4,16,10,0.0035,0.0155,0.0095,306.3267110450772
5,16,10,0.0045000000000000005,0.0155,0.0095,306.1139486755119
6,16,10,0.0055,0.0155,0.0095,305.5040608574948
7,16,10,0.006500000000000001,0.0155,0.0095,304.65076164159916
8,16,10,0.0075,0.0155,0.0095,303.7013220909675
9,16,10,0.0085,0.0155,0.0095,302.7789965244966
10,16,10,0.0095,0.0155,0.0095,301.9699855594809
11,16,10,0.0105,0.0155,0.0095,301.3191100657685
12,16,10,0.0115,0.0155,0.0095,300.83463414411546
13,16,10,0.0125,0.0155,0.0095,300.4991870647569
14,16,10,0.0135,0.0155,0.0095,300.2823293282106
15,16,10,0.0145,0.0155,0.0095,300.15106720349115
16,16,10,0.0155,0.0155,0.0095,300.076510732057
17,16,10,0.0165,0.0155,0.0095,300.036698191694
18,16,10,0.0175,0.0155,0.0095,300.0166793695435
19,16,10,0.0185,0.0155,0.0095,300.0071874523285
20,16,10,0.0195,0.0155,0.0095,300.00293818456623
21,16,10,0.0205,0.0155,0.0095,300.00114008461037
22,16,10,0.021500000000000002,0.0155,0.0095,300.0004201339765
23,16,10,0.0225,0.0155,0.0095,300.0001471164112
24,16,10,0.0235,0.0155,0.0095,300.00004897517465
25,16,10,0.0245,0.0155,0.0095,300.0000155073958
26,16,10,0.025500000000000002,0.0155,0.0095,300.0000046724265
27,16,10,0.0265,0.0155,0.0095,300.00000134018535
28,16,10,0.0275,0.0155,0.0095,300.00000036607383
29,16,10,0.0285,0.0155,0.0095,300.00000009525786
30,16,10,0.029500000000000002,0.0155,0.0095,300.0000000236211
31,16,10,0.0305,0.0155,0.0095,300.0000000055899
32,16,10,0.0315,0.0155,0.0095,300.0000000013478
1,1,11,0.0005,0.0005,0.0105,301.23265520847434
2,1,11,0.0015,0.0005,0.0105,302.01952880025465
3,1,11,0.0025,0.0005,0.0105,302.63624752671404
4,1,11,0.0035,0.0005,0.0105,302.9841477255396
5,1,11,0.0045000000000000005,0.0005,0.0105,303.044848596679
6,1,11,0.0055,0.0005,0.0105,302.8560128848805
7,1,11,0.006500000000000001,0.0005,0.0105,302.4888754495238
8,1,11,0.0075,0.0005,0.0105,302.02713527302706
9,1,11,0.0085,0.0005,0.0105,301.5485413916015
10,1,11,0.0095,0.0005,0.0105,301.11192756256094
11,1,11,0.0105,0.0005,0.0105,300.751606382148
12,1,11,0.0115,0.0005,0.0105,300.47879382253336
13,1,11,0.0125,0.0005,0.0105,300.287706266653
14,1,11,0.0135,0.0005,0.0105,300.16321024177523
15,1,11,0.0145,0.0005,0.0105,300.0874730999308
16,1,11,0.0155,0.0005,0.0105,300.04432507847974
17,1,11,0.0165,0.0005,0.0105,300.02125114998205
18,1,11,0.0175,0.0005,0.0105,300.0096466254492
19,1,11,0.0185,0.0005,0.0105,300.0041487957539
20,1,11,0.0195,0.0005,0.0105,300.00169163305674
21,1,11,0.0205,0.0005,0.0105,300.0006543352565
22,1,11,0.021500000000000002,0.0005,0.0105,300.0002402506066
23,1,11,0.0225,0.0005,0.0105,300.00008378085784
24,1,11,0.0235,0.0005,0.0105,300.00002776339096
25,1,11,0.0245,0.0005,0.0105,300.00000874708144
26,1,11,0.025500000000000002,0.0005,0.0105,300.0000026212955
27,1,11,0.0265,0.0005,0.0105,300.0000007475036
28,1,11,0.0275,0.0005,0.0105,300.00000020291776
29,1,11,0.0285,0.0005,0.0105,300.00000005245465
30,1,11,0.029500000000000002,0.0005,0.0105,300.0000000129165
31,1,11,0.0305,0.0005,0.0105,300.0000000030341
32,1,11,0.0315,0.0005,0.0105,300.00000000072555
1,2,11,0.0005,0.0015,0.0105,301.23265520847434
2,2,11,0.0015,0.0015,0.0105,302.01952880025465
3,2,11,0.0025,0.0015,0.0105,302.63624752671404
4,2,11,0.0035,0.0015,0.0105,302.9841477255396
5,2,11,0.0045000000000000005,0.0015,0.0105,303.044848596679
6,2,11,0.0055,0.0015,0.0105,302.8560128848805
7,2,11,0.006500000000000001,0.0015,0.0105,302.4888754495238
8,2,11,0.0075,0.0015,0.0105,302.02713527302706
9,2,11,0.0085,0.0015,0.0105,301.5485413916015
10,2,11,0.0095,0.0015,0.0105,301.11192756256094
11,2,11,0.0105,0.0015,0.0105,300.751606382148
12,2,11,0.0115,0.0015,0.0105,300.47879382253336
13,2,11,0.0125,0.0015,0.0105,300.287706266653
14,2,11,0.0135,0.0015,0.0105,300.16321024177523
15,2,11,0.0145,0.0015,0.0105,300.0874730999308
16,2,11,0.0155,0.0015,0.0105,300.04432507847974
17,2,11,0.0165,0.0015,0.0105,300.02125114998205
18,2,11,0.0175,0.0015,0.0105,300.0096466254492
19,2,11,0.0185,0.0015,0.0105,300.0041487957539
20,2,11,0.0195,0.0015,0.0105,300.00169163305674
21,2,11,0.0205,0.0015,0.0105,300.0006543352565
22,2,11,0.021500000000000002,0.0015,0.0105,300.0002402506066
23,2,11,0.0225,0.0015,0.0105,300.00008378085784
24,2,11,0.0235,0.0015,0.0105,300.00002776339096
25,2,11,0.0245,0.0015,0.0105,300.00000874708144
26,2,11,0.025500000000000002,0.0015,0.0105,300.0000026212955
27,2,11,0.0265,0.0015,0.0105,300.0000007475036
28,2,11,0.0275,0.0015,0.0105,300.00000020291776
29,2,11,0.0285,0.0015,0.0105,300.00000005245465
30,2,11,0.029500000000000002,0.0015,0.0105,300.0000000129165
31,2,11,0.0305,0.0015,0.0105,300.0000000030341
32,2,11,0.0315,0.0015,0.0105,300.00000000072555
1,3,11,0.0005,0.0025,0.0105,301.23265520847434
2,3,11,0.0015,0.0025,0.0105,302.01952880025465
3,3,11,0.0025,0.0025,0.0105,302.63624752671404
4,3,11,0.0035,0.0025,0.0105,302.9841477255396
5,3,11,0.0045000000000000005,0.0025,0.0105,303.044848596679
6,3,11,0.0055,0.0025,0.0105,302.8560128848805
7,3,11,0.006500000000000001,0.0025,0.0105,302.4888754495238
8,3,11,0.0075,0.0025,0.0105,302.02713527302706
9,3,11,0.0085,0.0025,0.0105,301.5485413916015
10,3,11,0.0095,0.0025,0.0105,301.11192756256094
11,3,11,0.0105,0.0025,0.0105,300.751606382148
12,3,11,0.0115,0.0025,0.0105,300.47879382253336
13,3,11,0.0125,0.0025,0.0105,300.287706266653
14,3,11,0.0135,0.0025,0.0105,300.16321024177523
15,3,11,0.0145,0.0025,0.0105,300.0874730999308
16,3,11,0.0155,0.0025,0.0105,300.04432507847974
17,3,11,0.0165,0.0025,0.0105,300.02125114998205
18,3,11,0.0175,0.0025,0.0105,300.0096466254492
19,3,11,0.0185,0.0025,0.0105,300.0041487957539
20,3,11,0.0195,0.0025,0.0105,300.00169163305674
21,3,11,0.0205,0.0025,0.0105,300.0006543352565
22,3,11,0.021500000000000002,0.0025,0.0105,300.0002402506066
23,3,11,0.0225,0.0025,0.0105,300.00008378085784
24,3,11,0.0235,0.0025,0.0105,300.00002776339096
25,3,11,0.0245,0.0025,0.0105,300.00000874708144
26,3,11,0.025500000000000002,0.0025,0.0105,300.0000026212955
27,3,11,0.0265,0.0025,0.0105,300.0000007475036
28,3,11,0.0275,0.0025,0.0105,300.00000020291776
29,3,11,0.0285,0.0025,0.0105,300.00000005245465
30,3,11,0.029500000000000002,0.0025,0.0105,300.0000000129165
31,3,11,0.0305,0.0025,0.0105,300.0000000030341
32,3,11,0.0315,0.0025,0.0105,300.00000000072555
1,4,11,0.0005,0.0035,0.0105,301.23265520847434
2,4,11,0.0015,0.0035,0.0105,302.01952880025465
3,4,11,0.0025,0.0035,0.0105,302.63624752671404
4,4,11,0.0035,0.0035,0.0105,302.9841477255396
5,4,11,0.0045000000000000005,0.0035,0.0105,303.044848596679
6,4,11,0.0055,0.0035,0.0105,302.8560128848805
7,4,11,0.006500000000000001,0.0035,0.0105,302.4888754495238
8,4,11,0.0075,0.0035,0.0105,302.02713527302706
9,4,11,0.0085,0.0035,0.0105,301.5485413916015
10,4,11,0.0095,0.0035,0.0105,301.11192756256094
11,4,11,0.0105,0.0035,0.0105,300.751606382148
12,4,11,0.0115,0.0035,0.0105,300.47879382253336
13,4,11,0.0125,0.0035,0.0105,300.287706266653
14,4,11,0.0135,0.0035,0.0105,300.16321024177523
15,4,11,0.0145,0.0035,0.0105,300.0874730999308
16,4,11,0.0155,0.0035,0.0105,300.04432507847974
17,4,11,0.0165,0.0035,0.0105,300.02125114998205
18,4,11,0.0175,0.0035,0.0105,300.0096466254492
19,4,11,0.0185,0.0035,0.0105,300.0041487957539
20,4,11,0.0195,0.0035,0.0105,300.00169163305674
21,4,11,0.0205,0.0035,0.0105,300.0006543352565
22,4,11,0.021500000000000002,0.0035,0.0105,300.0002402506066
23,4,11,0.0225,0.0035,0.0105,300.00008378085784
24,4,11,0.0235,0.0035,0.0105,300.00002776339096
25,4,11,0.0245,0.0035,0.0105,300.00000874708144
26,4,11,0.025500000000000002,0.0035,0.0105,300.0000026212955
27,4,11,0.0265,0.0035,0.0105,300.0000007475036
28,4,11,0.0275,0.0035,0.0105,300.00000020291776
29,4,11,0.0285,0.0035,0.0105,300.00000005245465
30,4,11,0.029500000000000002,0.0035,0.0105,300.0000000129165
31,4,11,0.0305,0.0035,0.0105,300.0000000030341
32,4,11,0.0315,0.0035,0.0105,300.00000000072555
1,5,11,0.0005,0.0045000000000000005,0.0105,301.23265520847434
2,5,11,0.0015,0.0045000000000000005,0.0105,302.01952880025465
3,5,11,0.0025,0.0045000000000000005,0.0105,302.63624752671404
4,5,11,0.0035,0.0045000000000000005,0.0105,302.9841477255396
5,5,11,0.0045000000000000005,0.0045000000000000005,0.0105,303.044848596679
6,5,11,0.0055,0.0045000000000000005,0.0105,302.8560128848805
7,5,11,0.006500000000000001,0.0045000000000000005,0.0105,302.4888754495238
8,5,11,0.0075,0.0045000000000000005,0.0105,302.02713527302706
9,5,11,0.0085,0.0045000000000000005,0.0105,301.5485413916015
10,5,11,0.0095,0.0045000000000000005,0.0105,301.11192756256094
11,5,11,0.0105,0.0045000000000000005,0.0105,300.751606382148
12,5,11,0.0115,0.0045000000000000005,0.0105,300.47879382253336
13,5,11,0.0125,0.0045000000000000005,0.0105,300.287706266653
14,5,11,0.0135,0.0045000000000000005,0.0105,300.16321024177523
15,5,11,0.0145,0.0045000000000000005,0.0105,300.0874730999308
16,5,11,0.0155,0.0045000000000000005,0.0105,300.04432507847974
17,5,11,0.0165,0.0045000000000000005,0.0105,300.02125114998205
18,5,11,0.0175,0.0045000000000000005,0.0105,300.0096466254492
19,5,11,0.0185,0.0045000000000000005,0.0105,300.0041487957539
20,5,11,0.0195,0.0045000000000000005,0.0105,300.00169163305674
21,5,11,0.0205,0.0045000000000000005,0.0105,300.0006543352565
22,5,11,0.021500000000000002,0.0045000000000000005,0.0105,300.0002402506066
